"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.22, 2020"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","","A1101","A110101","A110102","A1102","A110201","A110202","A1231","A161001","A1700","A5101","A5102","A5103","A5104","A6101","A6102","A6103","A6104","A6105","A6106","A6107","A7101","A9101","A9201"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A1101_Total population (Both sexes)[person]","A110101_Total population (Male)[person]","A110102_Total population (Female)[person]","A1102_Japanese population (Both sexes)[person]","A110201_Japanese population (Male)[person]","A110202_Japanese population (Female)[person]","A1231_Median age[age]","A161001_Ratio of never married persons (population 15 years old and over)[%]","A1700_Foreigners (Total)[person]","A5101_Number of in-migrants from other municipalities[person]","A5102_Number of out-migrants to other municipalities[person]","A5103_Number of in-migrants from other prefectures (All nationalities)[person]","A5104_Number of out-migrants to other prefectures (All nationalities)[person]","A6101_Population not working or going to school[person]","A6102_Population working or schooling in the same shi, ku, machi or mura[person]","A6103_Outflow population (Population working or schooling in other shi, ku, machi or mura of the same prefecture)[person]","A6104_Outflow population (Population working or schooling in other prefecture)[person]","A6105_Inflow population (Population living in another shi, ku, machi or mura of the same prefecture)[person]","A6106_Inflow population (Population living in another prefecture)[person]","A6107_Daytime population[person]","A7101_Number of households (Total)[households]","A9101_Marriages[pairs]","A9201_Divorces[pairs]"
"2015100000","2015","01461","Hokkaido Nakafurano-cho","","5,069","2,405","2,664","5,057","2,403","2,654","53.5","18.07339","12","138","228","***","***","1,870","2,181","847","7","641","2","4,858","2,025","17","8"
"2015100000","2015","01462","Hokkaido Minamifurano-cho","","2,555","1,273","1,282","2,544","1,269","1,275","51.1","27.61359","11","135","116","***","***","1,044","1,382","91","2","258","0","2,720","1,132","15","4"
"2015100000","2015","01463","Hokkaido Shimukappu-mura","","1,211","604","607","1,150","580","570","47.1","28.02960","61","96","115","***","***","364","771","57","0","186","19","1,359","704","5","5"
"2015100000","2015","01464","Hokkaido Wassamu-cho","","3,596","1,656","1,940","3,588","1,649","1,939","59.8","17.87813","8","89","134","***","***","1,472","1,765","316","5","219","2","3,496","1,533","8","1"
"2015100000","2015","01465","Hokkaido Kembuchi-cho","","3,228","1,567","1,661","3,225","1,566","1,659","57.6","21.60219","3","130","123","***","***","1,085","1,767","375","1","280","1","3,133","1,330","11","1"
"2015100000","2015","01468","Hokkaido Shimokawa-cho","","3,547","1,718","1,829","3,515","1,703","1,812","57.2","20.50078","32","124","156","***","***","1,458","1,825","236","2","326","5","3,640","1,674","9","6"
"2015100000","2015","01469","Hokkaido Bifuka-cho","","4,659","2,287","2,372","4,646","2,282","2,364","56.5","24.23022","13","200","235","***","***","1,838","2,542","266","3","344","1","4,735","2,041","14","6"
"2015100000","2015","01470","Hokkaido Otoineppu-mura","","832","435","397","825","434","391","53.6","31.38501","7","97","111","***","***","256","542","30","0","124","2","928","405","5","2"
"2015100000","2015","01471","Hokkaido Nakagawa-cho","","1,767","938","829","1,755","927","828","55.7","15.71970","12","86","95","***","***","666","1,016","71","1","85","2","1,782","897","5","2"
"2015100000","2015","01472","Hokkaido Horokanai-cho","","1,525","754","771","1,523","753","770","56.6","22.45794","2","76","114","***","***","515","936","51","0","114","1","1,589","690","5","1"
"2015100000","2015","01481","Hokkaido Mashike-cho","","4,497","2,024","2,473","4,436","2,022","2,414","60.9","18.29358","61","112","181","***","***","1,980","1,994","499","1","295","3","4,295","2,051","7","3"
"2015100000","2015","01482","Hokkaido Obira-cho","","3,336","1,585","1,751","3,321","1,585","1,736","56.6","23.31794","15","102","146","***","***","1,316","1,660","346","4","271","0","3,257","1,406","6","6"
"2015100000","2015","01483","Hokkaido Tomamae-cho","","3,265","1,549","1,716","3,254","1,548","1,706","58.0","18.15700","11","92","118","***","***","1,293","1,756","198","2","218","0","3,283","1,420","11","2"
"2015100000","2015","01484","Hokkaido Haboro-cho","","7,327","3,490","3,837","7,318","3,486","3,832","58.6","16.81128","6","236","287","***","***","3,101","3,845","251","6","257","0","7,327","3,367","26","9"
"2015100000","2015","01485","Hokkaido Shosambetsu-mura","","1,217","578","639","1,216","577","639","56.1","24.18182","1","51","62","***","***","481","652","80","1","61","0","1,197","537","5","0"
"2015100000","2015","01486","Hokkaido Embetsu-cho","","2,806","1,368","1,438","2,789","1,363","1,426","58.0","17.96624","17","66","108","***","***","1,079","1,560","135","0","98","1","2,770","1,225","9","3"
"2015100000","2015","01487","Hokkaido Teshio-cho","","3,243","1,643","1,600","3,220","1,635","1,585","54.4","20.36136","23","168","198","***","***","1,165","1,930","135","0","227","2","3,337","1,502","11","5"
"2015100000","2015","01511","Hokkaido Sarufutsu-mura","","2,684","1,282","1,402","2,579","1,262","1,317","46.1","21.08513","105","103","126","***","***","820","1,774","79","1","166","0","2,770","1,174","15","0"
"2015100000","2015","01512","Hokkaido Hamatombetsu-cho","","3,881","1,871","2,010","3,763","1,868","1,895","53.4","19.05312","118","179","226","***","***","1,390","2,227","166","1","232","1","3,947","1,845","18","2"
"2015100000","2015","01513","Hokkaido Nakatombetsu-cho","","1,757","869","888","1,755","867","888","57.8","22.64984","1","77","111","***","***","721","877","110","1","66","0","1,712","775","5","2"
"2015100000","2015","01514","Hokkaido Esashi-cho","","8,437","3,983","4,454","8,289","3,978","4,311","53.2","18.77770","147","263","339","***","***","2,994","5,233","155","6","88","1","8,365","3,772","36","13"
"2015100000","2015","01516","Hokkaido Toyotomi-cho","","4,054","2,037","2,017","4,036","2,031","2,005","53.8","20.72148","18","158","206","***","***","1,498","2,306","237","0","170","5","3,992","1,782","15","5"
"2015100000","2015","01517","Hokkaido Rebun-cho","","2,773","1,398","1,375","2,749","1,395","1,354","56.2","19.64856","24","151","168","***","***","776","1,980","10","0","54","15","2,832","1,353","13","4"
"2015100000","2015","01518","Hokkaido Rishiri-cho","","2,303","1,122","1,181","2,302","1,121","1,181","57.8","20.57554","1","116","109","***","***","709","1,512","73","3","112","4","2,343","1,154","11","5"
"2015100000","2015","01519","Hokkaido Rishirifuji-cho","","2,787","1,321","1,466","2,774","1,320","1,454","55.8","18.04419","13","97","141","***","***","928","1,741","99","0","83","9","2,780","1,264","8","1"
"2015100000","2015","01520","Hokkaido Horonobe-cho","","2,447","1,279","1,168","2,427","1,268","1,159","50.5","24.22243","20","134","184","***","***","855","1,470","91","4","189","8","2,549","1,138","15","11"
"2015100000","2015","01543","Hokkaido Bihoro-cho","","20,296","9,763","10,533","20,239","9,747","10,492","52.7","21.46747","54","742","909","***","***","7,989","9,803","1,977","9","1,277","5","19,592","8,626","93","34"
"2015100000","2015","01544","Hokkaido Tsubetsu-cho","","5,008","2,427","2,581","4,997","2,422","2,575","60.8","18.36690","11","147","216","***","***","2,282","2,289","411","2","666","2","5,263","2,231","15","10"
"2015100000","2015","01545","Hokkaido Shari-cho","","12,231","6,113","6,118","12,142","6,094","6,048","51.5","23.10399","89","398","506","***","***","4,514","7,253","397","3","719","20","12,570","5,547","56","24"
"2015100000","2015","01546","Hokkaido Kiyosato-cho","","4,221","2,049","2,172","4,218","2,048","2,170","55.1","18.36228","3","111","149","***","***","1,670","2,142","351","2","227","2","4,097","1,671","12","5"
"2015100000","2015","01547","Hokkaido Koshimizu-cho","","5,085","2,414","2,671","5,062","2,409","2,653","54.9","18.12486","23","142","193","***","***","1,881","2,748","386","2","261","1","4,959","2,033","21","4"
"2015100000","2015","01549","Hokkaido Kunneppu-cho","","5,100","2,412","2,688","5,082","2,409","2,673","55.6","18.75558","18","142","160","***","***","1,879","2,446","762","4","598","0","4,932","1,910","7","6"
"2015100000","2015","01550","Hokkaido Oketo-cho","","3,092","1,424","1,668","3,088","1,423","1,665","60.3","19.02892","4","115","141","***","***","1,318","1,516","253","0","264","0","3,103","1,304","8","2"
"2015100000","2015","01552","Hokkaido Saroma-cho","","5,362","2,498","2,864","5,219","2,488","2,731","56.8","16.34372","143","115","202","***","***","2,107","3,009","186","1","371","1","5,547","2,311","18","4"
"2015100000","2015","01555","Hokkaido Engaru-cho","","20,873","10,081","10,792","20,826","10,075","10,751","54.0","21.18082","46","836","989","***","***","8,976","10,560","1,016","9","799","8","20,655","9,278","86","50"
"2015100000","2015","01559","Hokkaido Yubetsu-cho","","9,231","4,378","4,853","9,100","4,365","4,735","55.7","19.36343","131","230","304","***","***","3,514","4,976","676","7","826","5","9,379","3,861","26","13"
"2015100000","2015","01560","Hokkaido Takinoue-cho","","2,721","1,292","1,429","2,710","1,291","1,419","60.0","19.87102","11","105","123","***","***","1,261","1,359","98","0","116","1","2,740","1,295","5","6"
"2015100000","2015","01561","Hokkaido Okoppe-cho","","3,909","1,895","2,014","3,843","1,877","1,966","52.8","19.88372","66","161","226","***","***","1,424","2,181","253","1","398","1","4,054","1,757","17","6"
"2015100000","2015","01562","Hokkaido Nishiokoppe-mura","","1,116","542","574","1,105","539","566","52.2","27.68305","11","91","71","***","***","476","572","64","0","35","0","1,087","501","5","2"
"2015100000","2015","01563","Hokkaido Omu-cho","","4,525","2,136","2,389","4,359","2,081","2,278","53.5","19.31394","166","124","174","***","***","1,596","2,796","113","1","124","2","4,537","2,062","16","5"
"2015100000","2015","01564","Hokkaido Ozora-cho","","7,360","3,552","3,808","7,352","3,552","3,800","54.2","18.41324","8","233","321","***","***","2,617","3,818","776","6","892","4","7,474","2,874","37","15"
"2015100000","2015","01571","Hokkaido Toyoura-cho","","4,291","2,000","2,291","4,270","1,988","2,282","54.9","26.61983","21","217","225","***","***","1,861","1,742","657","9","424","8","4,057","1,973","13","3"
"2015100000","2015","01575","Hokkaido Sobetsu-cho","","2,922","1,370","1,552","2,905","1,370","1,535","60.4","24.54319","17","145","147","***","***","1,277","1,234","389","4","857","3","3,389","1,168","6","3"
"2015100000","2015","01578","Hokkaido Shiraoi-cho","","17,740","8,489","9,251","17,649","8,471","9,178","60.1","22.23256","85","617","798","***","***","8,763","6,677","1,844","29","2,122","22","18,011","7,955","44","23"
"2015100000","2015","01581","Hokkaido Atsuma-cho","","4,838","2,482","2,356","4,815","2,465","2,350","55.6","20.76923","23","233","221","***","***","1,609","2,607","576","17","1,124","8","5,377","2,126","19","11"
"2015100000","2015","01584","Hokkaido Toyako-cho","","9,299","4,280","5,019","9,221","4,261","4,960","59.0","22.14797","72","358","407","***","***","3,988","3,817","1,207","3","1,532","16","9,637","4,240","40","16"
"2015100000","2015","01585","Hokkaido Abira-cho","","8,148","4,049","4,099","8,112","4,036","4,076","53.7","23.81018","36","403","449","***","***","3,311","3,361","1,376","9","1,857","6","8,626","3,651","25","18"
"2015100000","2015","01586","Hokkaido Mukawa-cho","","8,596","4,211","4,385","8,504","4,164","4,340","57.0","21.87540","92","298","451","***","***","3,264","4,491","772","9","857","11","8,683","3,784","29","17"
"2015100000","2015","01601","Hokkaido Hidaka-cho","","12,378","6,174","6,204","12,268","6,110","6,158","52.8","22.85714","110","545","728","***","***","4,576","6,777","948","10","797","9","12,226","5,781","48","21"
"2015100000","2015","01602","Hokkaido Biratori-cho","","5,315","2,630","2,685","5,189","2,560","2,629","52.1","21.94964","125","179","259","***","***","1,842","2,979","412","4","477","4","5,380","2,373","20","5"
"2015100000","2015","01604","Hokkaido Niikappu-cho","","5,592","2,717","2,875","5,531","2,688","2,843","50.9","22.21068","61","278","256","***","***","2,028","2,676","810","8","593","5","5,372","2,405","24","12"
"2015100000","2015","01607","Hokkaido Urakawa-cho","","13,075","6,368","6,707","13,001","6,310","6,691","51.0","25.38914","74","653","842","***","***","4,928","7,635","472","12","808","10","13,409","6,178","43","24"
"2015100000","2015","01608","Hokkaido Samani-cho","","4,518","2,139","2,379","4,504","2,136","2,368","57.6","20.19704","14","114","129","***","***","1,799","2,148","520","2","255","7","4,258","2,044","10","3"
"2015100000","2015","01609","Hokkaido Erimo-cho","","4,906","2,449","2,457","4,883","2,437","2,446","50.1","20.08547","23","191","245","***","***","1,530","3,216","114","5","100","3","4,890","1,929","24","9"
"2015100000","2015","01610","Hokkaido Shinhidaka-cho","","23,231","11,188","12,043","23,164","11,156","12,008","52.0","22.52194","63","793","1,201","***","***","9,422","12,295","1,033","36","1,190","19","23,371","10,443","117","49"
"2015100000","2015","01631","Hokkaido Otofuke-cho","","44,807","21,080","23,727","44,701","21,029","23,672","47.0","21.84089","76","1,734","1,674","***","***","15,916","15,517","10,592","51","4,419","6","38,589","18,019","178","83"
"2015100000","2015","01632","Hokkaido Shihoro-cho","","6,132","2,939","3,193","6,093","2,916","3,177","51.5","20.45799","39","212","240","***","***","2,071","3,474","571","2","1,307","4","6,870","2,479","16","7"
"2015100000","2015","01633","Hokkaido Kamishihoro-cho","","4,765","2,300","2,465","4,727","2,290","2,437","55.4","19.86724","38","226","222","***","***","1,809","2,546","366","3","601","5","5,002","2,177","24","8"
"2015100000","2015","01634","Hokkaido Shikaoi-cho","","5,542","2,718","2,824","5,497","2,707","2,790","47.6","22.56149","45","282","287","***","***","1,846","3,321","335","8","534","3","5,736","2,258","28","7"
"2015100000","2015","01635","Hokkaido Shintoku-cho","","6,288","3,123","3,165","6,215","3,079","3,136","54.6","24.52864","73","293","358","***","***","2,458","3,248","525","5","549","4","6,311","3,043","23","2"
"2015100000","2015","01636","Hokkaido Shimizu-cho","","9,599","4,683","4,916","9,544","4,669","4,875","54.6","22.66919","53","373","388","***","***","3,758","4,650","901","6","1,275","5","9,972","4,131","25","15"
"2015100000","2015","01637","Hokkaido Memuro-cho","","18,484","8,773","9,711","18,443","8,755","9,688","48.2","19.32221","23","592","744","***","***","6,084","7,806","3,602","19","4,513","8","19,384","7,169","64","41"
"2015100000","2015","01638","Hokkaido Nakasatsunai-mura","","3,966","1,932","2,034","3,946","1,930","2,016","48.1","26.23475","20","161","246","***","***","1,337","2,089","534","0","822","2","4,256","1,609","13","9"
"2015100000","2015","01639","Hokkaido Sarabetsu-mura","","3,185","1,567","1,618","3,178","1,563","1,615","50.0","20.86514","7","107","162","***","***","968","1,874","334","5","469","2","3,317","1,239","11","6"
"2015100000","2015","01641","Hokkaido Taiki-cho","","5,738","2,810","2,928","5,690","2,795","2,895","53.6","20.36190","48","229","274","***","***","2,130","3,299","269","4","571","5","6,041","2,534","35","7"
"2015100000","2015","01642","Hokkaido Hiroo-cho","","7,030","3,357","3,673","6,997","3,355","3,642","55.7","19.63543","33","227","325","***","***","2,712","3,893","284","5","207","7","6,955","3,157","27","13"
"2015100000","2015","01643","Hokkaido Makubetsu-cho","","26,760","12,627","14,133","26,704","12,612","14,092","50.6","20.14336","46","957","1,056","***","***","10,025","9,336","6,723","15","2,975","4","23,001","10,944","93","61"
"2015100000","2015","01644","Hokkaido Ikeda-cho","","6,882","3,253","3,629","6,871","3,248","3,623","59.3","19.63967","11","238","273","***","***","2,882","2,984","843","10","693","0","6,722","3,044","14","8"
"2015100000","2015","01645","Hokkaido Toyokoro-cho","","3,182","1,523","1,659","3,157","1,521","1,636","57.6","18.37234","25","118","143","***","***","1,159","1,759","244","2","361","3","3,300","1,362","12","4"
"2015100000","2015","01646","Hokkaido Hombetsu-cho","","7,358","3,615","3,743","7,340","3,604","3,736","57.8","19.71299","18","277","380","***","***","2,856","4,029","418","8","564","0","7,496","3,260","20","5"
"2015100000","2015","01647","Hokkaido Ashoro-cho","","6,990","3,380","3,610","6,981","3,378","3,603","57.1","18.13757","9","266","375","***","***","2,827","3,771","310","6","389","1","7,064","3,179","33","14"
"2015100000","2015","01648","Hokkaido Rikubetsu-cho","","2,482","1,253","1,229","2,461","1,245","1,216","56.6","24.76447","21","95","124","***","***","1,030","1,322","93","2","120","3","2,510","1,128","10","3"
"2015100000","2015","01649","Hokkaido Urahoro-cho","","4,919","2,361","2,558","4,911","2,359","2,552","58.2","17.18072","7","169","243","***","***","1,839","2,658","309","1","302","3","4,914","2,086","19","9"
"2015100000","2015","01661","Hokkaido Kushiro-cho","","19,833","9,373","10,460","19,802","9,354","10,448","48.7","23.73086","28","1,160","1,302","***","***","7,307","7,245","4,829","46","3,475","10","18,443","8,119","104","55"
"2015100000","2015","01662","Hokkaido Akkeshi-cho","","9,778","4,628","5,150","9,686","4,609","5,077","53.1","20.52911","92","265","406","***","***","3,236","5,894","523","25","398","11","9,639","4,115","41","17"
"2015100000","2015","01663","Hokkaido Hamanaka-cho","","6,061","2,954","3,107","6,017","2,949","3,068","51.4","19.89718","44","175","236","***","***","1,667","4,204","168","6","229","6","6,122","2,325","26","9"
"2015100000","2015","01664","Hokkaido Shibecha-cho","","7,742","3,717","4,025","7,705","3,710","3,995","53.3","20.77094","37","279","325","***","***","2,920","4,330","417","6","444","3","7,766","3,281","31","7"
"2015100000","2015","01665","Hokkaido Teshikaga-cho","","7,758","3,679","4,079","7,734","3,670","4,064","56.8","20.35270","24","346","361","***","***","3,097","4,390","225","8","313","8","7,846","3,509","28","10"
"2015100000","2015","01667","Hokkaido Tsurui-mura","","2,534","1,234","1,300","2,517","1,230","1,287","53.6","19.46862","17","89","110","***","***","969","1,224","301","2","371","3","2,605","1,026","7","2"
"2015100000","2015","01668","Hokkaido Shiranuka-cho","","8,068","3,752","4,316","8,047","3,749","4,298","57.6","21.95890","21","193","360","***","***","3,393","3,464","1,123","11","1,494","3","8,431","3,609","21","14"
"2015100000","2015","01691","Hokkaido Betsukai-cho","","15,273","7,687","7,586","15,070","7,596","7,474","46.6","21.70440","203","587","742","***","***","4,844","9,530","641","7","1,202","10","15,837","5,997","69","35"
"2015100000","2015","01692","Hokkaido Nakashibetsu-cho","","23,774","11,628","12,146","23,696","11,590","12,106","45.4","22.70982","54","1,068","1,184","***","***","7,974","13,824","1,588","12","947","7","23,128","10,437","148","61"
"2015100000","2015","01693","Hokkaido Shibetsu-cho","","5,242","2,565","2,677","5,214","2,561","2,653","50.1","21.90309","28","223","226","***","***","1,742","3,072","401","1","607","14","5,461","2,169","25","15"
"2015100000","2015","01694","Hokkaido Rausu-cho","","5,415","2,697","2,718","5,356","2,676","2,680","50.2","20.88581","59","124","288","***","***","1,649","3,671","50","3","109","8","5,479","2,101","32","13"
"2015100000","2015","02201","Aomori-ken Aomori-shi","","287,648","133,560","154,088","286,000","132,755","153,245","50.2","26.04579","737","7,569","9,005","***","***","113,219","150,649","7,545","1,229","11,913","1,056","291,843","118,234","1,253","438"
"2015100000","2015","02202","Aomori-ken Hirosaki-shi","","177,411","81,367","96,044","176,698","81,043","95,655","50.1","27.73383","470","4,613","5,150","***","***","62,736","92,548","10,398","733","23,112","838","190,230","71,152","755","283"
"2015100000","2015","02203","Aomori-ken Hachinohe-shi","","231,257","110,493","120,764","229,422","109,665","119,757","49.2","25.38230","693","6,456","7,392","***","***","90,414","122,321","7,684","2,535","17,783","3,002","241,823","93,750","1,111","443"
"2015100000","2015","02204","Aomori-ken Kuroishi-shi","","34,284","15,834","18,450","34,222","15,815","18,407","51.3","25.49822","52","770","942","***","***","12,337","13,708","7,231","220","5,192","29","32,054","11,770","118","70"
"2015100000","2015","02205","Aomori-ken Goshogawara-shi","","55,181","24,979","30,202","55,058","24,934","30,124","53.2","22.48982","70","1,409","1,732","***","***","21,965","24,163","7,005","360","7,961","44","55,821","21,143","189","111"
"2015100000","2015","02206","Aomori-ken Towada-shi","","63,429","30,084","33,345","63,175","29,995","33,180","51.0","25.02564","169","1,676","1,985","***","***","22,269","31,213","5,909","320","6,002","340","63,542","25,487","287","125"
"2015100000","2015","02207","Aomori-ken Misawa-shi","","40,196","19,852","20,344","39,839","19,716","20,123","45.2","25.95961","300","2,001","2,434","***","***","13,661","17,438","5,460","239","7,059","123","41,679","16,367","255","99"
"2015100000","2015","02208","Aomori-ken Mutsu-shi","","58,493","28,057","30,436","58,303","28,000","30,303","51.2","23.18243","111","2,024","2,510","***","***","24,318","29,056","2,270","313","1,632","122","57,664","24,475","298","118"
"2015100000","2015","02209","Aomori-ken Tsugaru-shi","","33,316","15,547","17,769","33,265","15,527","17,738","55.3","21.06149","34","663","924","***","***","12,891","13,492","5,202","128","3,721","23","31,730","10,984","114","49"
