"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.22, 2020"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","","F1101","F1102","F1103","F1104","F1105","F1106","F1107","F110701","F110702","F1108","F1109","F1110","F1111","F2401","F2402","F2403","F2404","F2705","F270501","F270502"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","F1101_(Population census) Population in labour force[person]","F1102_(Population census) Employed persons[person]","F1103_(Population census) Employed persons, mostly worked[person]","F1104_(Population census) Employed persons, worked besides doing housework[person]","F1105_(Population census) Employed persons, working besides mainly attending school[person]","F1106_(Population census) Employed persons, Absent from work[person]","F1107_(Population census) Unemployed persons[person]","F110701_(Population census) Unemployed persons (Male)[person]","F110702_(Population census) Unemployed persons (Female)[person]","F1108_(Population census) Population not in labour force[person]","F1109_(Population census) Population not in labour force, doing housework[person]","F1110_(Population census) Population not in labour force, attending school[person]","F1111_(Population census) Population not in labour force, others[person]","F2401_(Population census) No. of employees[person]","F2402_No. of board member of company, etc.[person]","F2403_No. of self-employed, employing others[person]","F2404_No. of self-employed, not employing others[person]","F2705_Commuters to other municipalities[person]","F270501_Commuters to other municipalities (Male)[person]","F270502_Commuters to other municipalities (Female)[person]"
"2015100000","2015","01575","Hokkaido Sobetsu-cho","","1435","1390","1190","174","3","23","45","29","16","1201","284","78","839","914","80","55","139","334","171","163"
"2015100000","2015","01578","Hokkaido Shiraoi-cho","","7588","7037","5926","971","26","114","551","369","182","8400","2705","736","4959","5641","388","205","479","1501","983","518"
"2015100000","2015","01581","Hokkaido Atsuma-cho","","2827","2787","2346","402","9","30","40","23","17","1478","476","136","866","1776","137","83","380","495","329","166"
"2015100000","2015","01584","Hokkaido Toyako-cho","","4529","4337","3779","485","12","61","192","113","79","3768","1021","266","2481","3189","205","125","390","1052","624","428"
"2015100000","2015","01585","Hokkaido Abira-cho","","4137","4006","3333","584","38","51","131","90","41","3078","1051","274","1753","3059","187","89","328","1176","730","446"
"2015100000","2015","01586","Hokkaido Mukawa-cho","","4634","4485","3790","637","19","39","149","109","40","3099","907","332","1860","3004","228","192","454","659","446","213"
"2015100000","2015","01601","Hokkaido Hidaka-cho","","6776","6591","5581","924","23","63","185","129","56","4134","1301","366","2467","4887","346","225","540","788","473","315"
"2015100000","2015","01602","Hokkaido Biratori-cho","","2931","2842","2382","420","3","37","89","52","37","1674","556","196","922","1880","115","127","296","350","223","127"
"2015100000","2015","01604","Hokkaido Niikappu-cho","","3005","2934","2497","395","9","33","71","49","22","1800","495","144","1161","2030","201","120","283","701","343","358"
"2015100000","2015","01607","Hokkaido Urakawa-cho","","7024","6739","5667","1009","12","51","285","178","107","4537","1515","529","2493","5147","396","212","521","435","307","128"
"2015100000","2015","01608","Hokkaido Samani-cho","","2408","2325","1917","375","6","27","83","45","38","1644","527","114","1003","1554","152","93","242","432","250","182"
"2015100000","2015","01609","Hokkaido Erimo-cho","","2897","2839","2271","531","4","33","58","36","22","1318","544","147","627","1389","95","122","495","95","68","27"
"2015100000","2015","01610","Hokkaido Shinhidaka-cho","","11780","11258","9457","1659","24","118","522","343","179","8387","2629","753","5005","8356","672","352","946","983","649","334"
"2015100000","2015","01631","Hokkaido Otofuke-cho","","22157","21432","17935","3153","81","263","725","436","289","14388","4871","1847","7670","16573","943","474","1364","9632","5692","3940"
"2015100000","2015","01632","Hokkaido Shihoro-cho","","3434","3341","2835","475","8","23","93","61","32","1851","510","218","1123","1980","151","101","380","429","249","180"
"2015100000","2015","01633","Hokkaido Kamishihoro-cho","","2535","2478","2131","316","5","26","57","33","24","1664","521","134","1009","1671","161","93","214","311","182","129"
"2015100000","2015","01634","Hokkaido Shikaoi-cho","","3072","3013","2567","417","3","26","59","39","20","1656","489","209","958","2030","150","135","210","288","180","108"
"2015100000","2015","01635","Hokkaido Shintoku-cho","","3375","3298","2838","402","9","49","77","46","31","2234","666","154","1414","2514","204","60","326","438","244","194"
"2015100000","2015","01636","Hokkaido Shimizu-cho","","4936","4752","4013","680","14","45","184","122","62","3378","1237","285","1856","3150","250","137","480","787","477","310"
"2015100000","2015","01637","Hokkaido Memuro-cho","","9728","9475","7827","1418","56","174","253","155","98","5455","1866","714","2875","6299","430","275","844","3198","1828","1370"
"2015100000","2015","01638","Hokkaido Nakasatsunai-mura","","2152","2109","1773","313","4","19","43","31","12","1293","381","237","675","1478","137","59","176","440","239","201"
"2015100000","2015","01639","Hokkaido Sarabetsu-mura","","1879","1843","1547","279","9","8","36","23","13","874","230","120","524","1034","79","61","205","263","154","109"
"2015100000","2015","01641","Hokkaido Taiki-cho","","3152","3106","2631","426","8","41","46","27","19","1875","644","131","1100","2223","170","90","255","243","144","99"
"2015100000","2015","01642","Hokkaido Hiroo-cho","","3652","3564","2986","529","6","43","88","71","17","2528","833","209","1486","2495","243","143","295","258","135","123"
"2015100000","2015","01643","Hokkaido Makubetsu-cho","","13648","13177","11107","1865","59","146","471","303","168","9168","3051","1055","5062","10063","658","322","899","6091","3519","2572"
"2015100000","2015","01644","Hokkaido Ikeda-cho","","3366","3250","2763","442","7","38","116","71","45","2764","764","242","1758","2153","146","111","364","721","428","293"
"2015100000","2015","01645","Hokkaido Toyokoro-cho","","1789","1748","1466","257","6","19","41","24","17","1074","374","63","637","1011","110","94","176","199","102","97"
"2015100000","2015","01646","Hokkaido Hombetsu-cho","","3902","3818","3162","554","52","50","84","61","23","2711","872","258","1581","2516","208","124","399","378","241","137"
"2015100000","2015","01647","Hokkaido Ashoro-cho","","3578","3516","3016","440","8","52","62","44","18","2574","764","150","1660","2493","210","149","310","285","198","87"
"2015100000","2015","01648","Hokkaido Rikubetsu-cho","","1285","1254","1012","225","2","15","31","24","7","938","255","45","638","908","85","24","130","54","45","9"
"2015100000","2015","01649","Hokkaido Urahoro-cho","","2678","2633","2136","439","1","57","45","31","14","1667","552","118","997","1653","128","107","281","221","132","89"
"2015100000","2015","01661","Hokkaido Kushiro-cho","","10666","10145","8523","1429","58","135","521","296","225","6600","2554","816","3230","8184","425","289","570","4399","2458","1941"
"2015100000","2015","01662","Hokkaido Akkeshi-cho","","5646","5535","4539","923","14","59","111","68","43","3004","982","340","1682","3585","299","246","541","392","286","106"
"2015100000","2015","01663","Hokkaido Hamanaka-cho","","3828","3745","3015","684","7","39","83","53","30","1428","487","180","761","1752","151","194","606","106","71","35"
"2015100000","2015","01664","Hokkaido Shibecha-cho","","4031","3953","3353","555","9","36","78","45","33","2695","854","280","1561","2606","201","126","409","337","232","105"
"2015100000","2015","01665","Hokkaido Teshikaga-cho","","4086","3958","3383","516","3","56","128","85","43","2861","905","226","1730","2846","257","94","407","189","134","55"
"2015100000","2015","01667","Hokkaido Tsurui-mura","","1251","1230","1029","186","1","14","21","13","8","931","275","89","567","869","72","39","101","229","149","80"
"2015100000","2015","01668","Hokkaido Shiranuka-cho","","4083","3894","3252","577","14","51","189","134","55","3181","1196","262","1723","3099","237","131","231","982","644","338"
"2015100000","2015","01691","Hokkaido Betsukai-cho","","8619","8507","7216","1193","15","83","112","74","38","4167","1462","442","2263","5126","470","362","1022","532","306","226"
"2015100000","2015","01692","Hokkaido Nakashibetsu-cho","","13034","12615","10727","1735","29","124","419","249","170","6912","2684","859","3369","9929","675","313","809","1516","1059","457"
"2015100000","2015","01693","Hokkaido Shibetsu-cho","","2976","2899","2428","438","6","27","77","46","31","1584","610","191","783","1920","174","298","125","371","200","171"
"2015100000","2015","01694","Hokkaido Rausu-cho","","3275","3221","2660","509","6","46","54","35","19","1490","574","161","755","2163","298","187","201","40","27","13"
"2015100000","2015","02201","Aomori-ken Aomori-shi","","139170","130968","112987","14058","1286","2637","8202","5173","3029","105049","37118","13478","54453","107198","5328","2717","7744","7612","5326","2286"
"2015100000","2015","02202","Aomori-ken Hirosaki-shi","","89796","85719","73112","9298","1542","1767","4077","2434","1643","61426","18417","10944","32065","60182","3159","2931","7765","10292","6842","3450"
"2015100000","2015","02203","Aomori-ken Hachinohe-shi","","114320","108032","94365","11146","564","1957","6288","3876","2412","83080","28106","10909","44065","89982","5061","2064","5997","9303","6618","2685"
"2015100000","2015","02204","Aomori-ken Kuroishi-shi","","18419","17552","15349","1823","91","289","867","586","281","11579","3582","1744","6253","12748","574","497","1879","6453","3681","2772"
"2015100000","2015","02205","Aomori-ken Goshogawara-shi","","27858","26206","22463","3227","77","439","1652","1013","639","20419","6582","2547","11290","18667","1085","823","2835","6639","3967","2672"
"2015100000","2015","02206","Aomori-ken Towada-shi","","32489","31098","27285","3039","194","580","1391","858","533","21383","5764","3510","12109","23089","1340","770","2801","5463","3685","1778"
"2015100000","2015","02207","Aomori-ken Misawa-shi","","20456","19625","17413","1867","54","291","831","547","284","11788","4213","1567","6008","15732","711","407","1151","4884","3267","1617"
"2015100000","2015","02208","Aomori-ken Mutsu-shi","","28057","26565","23611","2517","45","392","1492","987","505","21858","8185","2007","11666","21784","904","698","1653","2442","1924","518"
"2015100000","2015","02209","Aomori-ken Tsugaru-shi","","16965","15881","13533","2120","22","206","1084","733","351","11669","3648","1242","6779","9576","420","564","2456","4533","2487","2046"
"2015100000","2015","02210","Aomori-ken Hirakawa-shi","","17648","16331","14196","1861","57","217","1317","904","413","10511","3076","1495","5940","10991","445","550","2137","7157","3752","3405"
"2015100000","2015","02301","Aomori-ken Hiranai-machi","","5995","5745","4947","676","13","109","250","171","79","4029","1209","416","2404","3600","151","256","727","1517","917","600"
"2015100000","2015","02303","Aomori-ken Imabetsu-machi","","1178","1081","943","120","0","18","97","74","23","1437","571","60","806","757","42","30","169","290","152","138"
"2015100000","2015","02304","Aomori-ken Yomogita-mura","","1497","1411","1177","205","1","28","86","64","22","1077","331","117","629","913","27","78","180","528","305","223"
"2015100000","2015","02307","Aomori-ken Sotogahama-machi","","2760","2597","2158","372","2","65","163","131","32","2975","1014","154","1807","1728","87","147","328","508","311","197"
"2015100000","2015","02321","Aomori-ken Ajigasawa-machi","","4971","4672","3983","623","6","60","299","210","89","4260","1209","352","2699","3162","129","214","565","1275","718","557"
"2015100000","2015","02323","Aomori-ken Fukaura-machi","","3847","3670","3097","517","0","56","177","129","48","3908","1288","247","2373","2435","139","131","619","452","252","200"
"2015100000","2015","02343","Aomori-ken Nishimeya-mura","","837","806","703","89","3","11","31","20","11","436","99","54","283","554","23","16","111","316","172","144"
"2015100000","2015","02361","Aomori-ken Fujisaki-machi","","8467","8054","6988","946","32","88","413","277","136","4770","1407","644","2719","5517","211","326","907","4131","2181","1950"
"2015100000","2015","02362","Aomori-ken Owani-machi","","5103","4783","4175","515","21","72","320","206","114","3753","1089","348","2316","3294","125","182","590","2319","1293","1026"
"2015100000","2015","02367","Aomori-ken Inakadate-mura","","4250","4049","3546","449","15","39","201","137","64","2622","802","322","1498","2862","112","115","518","2402","1262","1140"
"2015100000","2015","02381","Aomori-ken Itayanagi-machi","","8272","7897","6921","851","26","99","375","233","142","4131","1149","600","2382","4297","206","480","1302","2887","1537","1350"
"2015100000","2015","02384","Aomori-ken Tsuruta-machi","","7500","7096","6102","897","23","74","404","264","140","4316","1300","656","2360","4160","180","348","1080","2868","1523","1345"
"2015100000","2015","02387","Aomori-ken Nakadomari-machi","","5298","4744","4031","603","6","104","554","385","169","4797","1505","394","2898","3034","182","188","766","1332","700","632"
"2015100000","2015","02401","Aomori-ken Noheji-machi","","6652","6284","5599","610","10","65","368","246","122","5291","1445","500","3346","5103","230","194","402","2029","1433","596"
"2015100000","2015","02402","Aomori-ken Shichinohe-machi","","8277","7894","6952","838","15","89","383","254","129","5749","1425","620","3704","5602","281","210","961","2646","1604","1042"
"2015100000","2015","02405","Aomori-ken Rokunohe-machi","","5621","5378","4659","639","9","71","243","167","76","3355","1036","417","1902","3827","202","165","568","2881","1605","1276"
"2015100000","2015","02406","Aomori-ken Yokohama-machi","","2411","2308","2026","241","3","38","103","65","38","1674","393","171","1110","1556","57","80","273","602","438","164"
"2015100000","2015","02408","Aomori-ken Tohoku-machi","","9444","9004","7932","939","10","123","440","303","137","6294","1494","689","4111","6069","306","255","1079","3086","1853","1233"
"2015100000","2015","02411","Aomori-ken Rokkasho-mura","","6312","6095","5652","373","3","67","217","154","63","2782","864","286","1632","5069","244","108","314","406","244","162"
"2015100000","2015","02412","Aomori-ken Oirase-cho","","12706","12060","10375","1417","35","233","646","394","252","7623","2586","1156","3881","9878","350","269","776","6739","4042","2697"
"2015100000","2015","02423","Aomori-ken Oma-machi","","2709","2569","2128","374","0","67","140","110","30","1805","779","191","835","1678","88","80","441","222","141","81"
"2015100000","2015","02424","Aomori-ken Higashidori-mura","","3609","3466","2967","430","0","69","143","100","43","2236","825","194","1217","2477","78","83","483","1030","593","437"
"2015100000","2015","02425","Aomori-ken Kazamaura-mura","","1031","955","767","168","0","20","76","63","13","774","291","51","432","651","40","29","154","340","207","133"
"2015100000","2015","02426","Aomori-ken Sai-mura","","1038","973","784","163","0","26","65","51","14","914","341","56","517","622","29","30","147","196","122","74"
"2015100000","2015","02441","Aomori-ken Sannohe-machi","","5373","5112","4493","553","8","58","261","193","68","3624","974","354","2296","3036","186","212","693","1506","913","593"
"2015100000","2015","02442","Aomori-ken Gonohe-machi","","9522","9036","7926","977","19","114","486","326","160","6185","1842","696","3647","6225","317","188","1213","3558","2218","1340"
"2015100000","2015","02443","Aomori-ken Takko-machi","","3099","2997","2623","346","1","27","102","73","29","1921","441","181","1299","1774","118","103","417","671","365","306"
"2015100000","2015","02445","Aomori-ken Nambu-cho","","9745","9370","8217","1016","14","123","375","252","123","6625","1746","771","4108","6069","355","258","1357","4026","2454","1572"
"2015100000","2015","02446","Aomori-ken Hashikami-cho","","6933","6480","5623","646","95","116","453","281","172","5299","1570","1094","2635","5400","246","120","392","4099","2490","1609"
"2015100000","2015","02450","Aomori-ken Shingo-mura","","1447","1407","1196","204","0","7","40","32","8","854","230","77","547","688","32","50","281","354","198","156"
"2015100000","2015","03201","Iwate-ken Morioka-shi","","150121","143723","123304","15412","2440","2567","6398","3893","2505","99669","35478","17597","46594","120167","6365","2607","8305","22205","15116","7089"
"2015100000","2015","03202","Iwate-ken Miyako-shi","","27770","26507","23184","2740","104","479","1263","885","378","21799","7282","2084","12433","21027","1020","621","2136","1799","1402","397"
"2015100000","2015","03203","Iwate-ken Ofunato-shi","","19513","18838","16628","1847","22","341","675","434","241","13650","4653","1285","7712","14709","821","486","1622","1989","1334","655"
"2015100000","2015","03205","Iwate-ken Hanamaki-shi","","51180","49218","42328","6015","190","685","1962","1283","679","33610","10708","4572","18330","38125","1912","920","4635","11747","7903","3844"
"2015100000","2015","03206","Iwate-ken Kitakami-shi","","49063","47239","41181","5280","140","638","1824","1213","611","28538","10024","4282","14232","39137","1604","810","3232","9402","6449","2953"
"2015100000","2015","03207","Iwate-ken Kuji-shi","","18039","17134","15014","1757","20","343","905","585","320","12809","3855","1443","7511","13939","716","408","1285","1942","1520","422"
"2015100000","2015","03208","Iwate-ken Tono-shi","","14850","14291","11934","2153","6","198","559","392","167","10079","4171","975","4933","10235","470","301","1875","1823","1352","471"
"2015100000","2015","03209","Iwate-ken Ichinoseki-shi","","62608","60063","51672","7386","176","829","2545","1740","805","43433","14220","5294","23919","45598","2302","1192","6321","7143","5030","2113"
"2015100000","2015","03210","Iwate-ken Rikuzentakata-shi","","10052","9697","8473","1030","18","176","355","242","113","7567","2355","714","4498","7678","320","250","878","2790","1837","953"
"2015100000","2015","03211","Iwate-ken Kamaishi-shi","","18318","17547","15515","1689","14","329","771","531","240","14595","5437","1077","8081","14633","794","353","1218","1316","990","326"
"2015100000","2015","03213","Iwate-ken Ninohe-shi","","15114","14580","12842","1494","17","227","534","365","169","9233","2707","1136","5390","10369","569","397","1669","2554","1659","895"
